Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2335673	0.937	0
2	243199373	2486151	1.022	0
3	198022430	2051349	1.036	0
4	191154276	1919162	1.004	0
5	180915260	1836285	1.015	0
6	171115067	1753286	1.025	0
7	159138663	1561864	0.981	0
8	146364022	1502132	1.026	0
9	141213431	1161640	0.823	-1
10	135534747	1377789	1.017	0
11	135006516	1379357	1.022	0
12	133851895	1365524	1.02	0
13	115169878	997914	0.866	0
14	107349540	921926	0.859	0
15	102531392	825655	0.805	-1
16	90354753	824191	0.912	0
17	81195210	809219	0.997	0
18	78077248	793092	1.016	0
19	59128983	571342	0.966	0
20	63025520	662948	1.052	1
21	48129895	376579	0.782	-1
22	51304566	363321	0.708	-1
Odchylenie standardowe dla osobnika: 0.09648
Srednia arytmetyczna: 0.94959
