Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1703090	0.683	0
2	243199373	1553830	0.639	0
3	198022430	1204100	0.608	0
4	191154276	953572	0.499	-1
5	180915260	1104888	0.611	0
6	171115067	1170989	0.684	0
7	159138663	1050542	0.66	0
8	146364022	987837	0.675	0
9	141213431	889151	0.63	0
10	135534747	1082249	0.799	0
11	135006516	980435	0.726	0
12	133851895	908385	0.679	0
13	115169878	541869	0.47	-1
14	107349540	626062	0.583	0
15	102531392	652642	0.637	0
16	90354753	753582	0.834	0
17	81195210	765447	0.943	1
18	78077248	516909	0.662	0
19	59128983	629673	1.065	1
20	63025520	597374	0.948	1
21	48129895	277822	0.577	0
22	51304566	460714	0.898	1
Odchylenie standardowe dla osobnika: 0.14719
