Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	508349	0.204	0
2	243199373	454585	0.187	0
3	198022430	356193	0.18	0
4	191154276	302704	0.158	-1
5	180915260	324796	0.18	0
6	171115067	332050	0.194	0
7	159138663	319515	0.201	0
8	146364022	278321	0.19	0
9	141213431	255304	0.181	0
10	135534747	313926	0.232	0
11	135006516	275797	0.204	0
12	133851895	273088	0.204	0
13	115169878	159778	0.139	-1
14	107349540	181866	0.169	0
15	102531392	186971	0.182	0
16	90354753	222738	0.247	1
17	81195210	226282	0.279	1
18	78077248	146164	0.187	0
19	59128983	192937	0.326	1
20	63025520	158866	0.252	1
21	48129895	78598	0.163	0
22	51304566	119504	0.233	0
Odchylenie standardowe dla osobnika: 0.04188
Srednia arytmetyczna: 0.20418
