Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	874404	0.351	0
2	243199373	953315	0.392	0
3	198022430	797304	0.403	1
4	191154276	785208	0.411	1
5	180915260	719183	0.398	0
6	171115067	691100	0.404	1
7	159138663	608790	0.383	0
8	146364022	577832	0.395	0
9	141213431	436097	0.309	-1
10	135534747	514007	0.379	0
11	135006516	513074	0.38	0
12	133851895	527566	0.394	0
13	115169878	400788	0.348	0
14	107349540	353110	0.329	0
15	102531392	304445	0.297	-1
16	90354753	292872	0.324	0
17	81195210	284186	0.35	0
18	78077248	305887	0.392	0
19	59128983	201747	0.341	0
20	63025520	228556	0.363	0
21	48129895	146185	0.304	-1
22	51304566	117753	0.23	-1
Odchylenie standardowe dla osobnika: 0.04422
Srednia arytmetyczna: 0.35805
