Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	76801	0.031	0
2	243199373	67022	0.028	0
3	198022430	54075	0.027	0
4	191154276	45911	0.024	0
5	180915260	49409	0.027	0
6	171115067	46930	0.027	0
7	159138663	47453	0.03	0
8	146364022	38233	0.026	0
9	141213431	36510	0.026	0
10	135534747	41319	0.03	0
11	135006516	38329	0.028	0
12	133851895	40827	0.031	0
13	115169878	25227	0.022	-1
14	107349540	26743	0.025	0
15	102531392	26649	0.026	0
16	90354753	29629	0.033	0
17	81195210	31839	0.039	1
18	78077248	21287	0.027	0
19	59128983	25472	0.043	1
20	63025520	20208	0.032	0
21	48129895	10638	0.022	-1
22	51304566	14283	0.028	0
Odchylenie standardowe dla osobnika: 0.00484
