Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	31460	0.013	0
2	243199373	29205	0.012	0
3	198022430	23321	0.012	0
4	191154276	21809	0.011	0
5	180915260	20971	0.012	0
6	171115067	20897	0.012	0
7	159138663	20747	0.013	0
8	146364022	17397	0.012	0
9	141213431	16229	0.011	0
10	135534747	19330	0.014	0
11	135006516	16515	0.012	0
12	133851895	17487	0.013	0
13	115169878	10572	0.009	-1
14	107349540	11545	0.011	0
15	102531392	11062	0.011	0
16	90354753	13533	0.015	1
17	81195210	13032	0.016	1
18	78077248	8939	0.011	0
19	59128983	11419	0.019	1
20	63025520	8344	0.013	0
21	48129895	4665	0.01	-1
22	51304566	5933	0.012	0
Odchylenie standardowe dla osobnika: 0.00208
