Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	21838522	8.762	0
2	243199373	22104804	9.089	0
3	198022430	17903387	9.041	0
4	191154276	15791054	8.261	0
5	180915260	15918788	8.799	0
6	171115067	15273710	8.926	0
7	159138663	14104080	8.863	0
8	146364022	13350307	9.121	0
9	141213431	10764720	7.623	-1
10	135534747	12864377	9.492	0
11	135006516	12945153	9.589	0
12	133851895	12409525	9.271	0
13	115169878	8296378	7.204	-1
14	107349540	8386488	7.812	-1
15	102531392	7879934	7.685	-1
16	90354753	8430066	9.33	0
17	81195210	8458671	10.418	1
18	78077248	6969982	8.927	0
19	59128983	6485925	10.969	1
20	63025520	6708994	10.645	1
21	48129895	3440665	7.149	-1
22	51304566	4049145	7.892	0
Odchylenie standardowe dla osobnika: 1.01203
