Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1741048	0.699	0
2	243199373	1614807	0.664	0
3	198022430	1260400	0.636	0
4	191154276	1079756	0.565	-1
5	180915260	1148383	0.635	0
6	171115067	1175373	0.687	0
7	159138663	1115386	0.701	0
8	146364022	985881	0.674	0
9	141213431	898744	0.636	0
10	135534747	1075567	0.794	0
11	135006516	968929	0.718	0
12	133851895	949851	0.71	0
13	115169878	575514	0.5	-1
14	107349540	639936	0.596	0
15	102531392	646166	0.63	0
16	90354753	760163	0.841	0
17	81195210	775826	0.956	1
18	78077248	516321	0.661	0
19	59128983	662704	1.121	1
20	63025520	546692	0.867	1
21	48129895	277707	0.577	0
22	51304566	410653	0.8	0
Odchylenie standardowe dla osobnika: 0.1368
