Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1073877	0.431	0
2	243199373	1001971	0.412	0
3	198022430	778413	0.393	0
4	191154276	649164	0.34	-1
5	180915260	709559	0.392	0
6	171115067	733930	0.429	0
7	159138663	680714	0.428	0
8	146364022	624168	0.426	0
9	141213431	556477	0.394	0
10	135534747	685632	0.506	0
11	135006516	610267	0.452	0
12	133851895	577056	0.431	0
13	115169878	352973	0.306	-1
14	107349540	392674	0.366	0
15	102531392	404476	0.394	0
16	90354753	472064	0.522	1
17	81195210	462000	0.569	1
18	78077248	325296	0.417	0
19	59128983	381812	0.646	1
20	63025520	350241	0.556	1
21	48129895	171565	0.356	-1
22	51304566	259259	0.505	0
Odchylenie standardowe dla osobnika: 0.07953
Srednia arytmetyczna: 0.43959
