Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	535617	0.215	0
2	243199373	465967	0.192	0
3	198022430	369148	0.186	0
4	191154276	326767	0.171	0
5	180915260	323192	0.179	0
6	171115067	325072	0.19	0
7	159138663	357760	0.225	0
8	146364022	261452	0.179	0
9	141213431	266745	0.189	0
10	135534747	331425	0.245	0
11	135006516	262738	0.195	0
12	133851895	303868	0.227	0
13	115169878	160947	0.14	-1
14	107349540	194366	0.181	0
15	102531392	199226	0.194	0
16	90354753	248564	0.275	0
17	81195210	279618	0.344	1
18	78077248	134572	0.172	0
19	59128983	253981	0.43	1
20	63025520	147511	0.234	0
21	48129895	72852	0.151	-1
22	51304566	121691	0.237	0
Odchylenie standardowe dla osobnika: 0.06368
