Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	316792	0.127	0
2	243199373	282512	0.116	0
3	198022430	226180	0.114	0
4	191154276	201251	0.105	0
5	180915260	202759	0.112	0
6	171115067	201763	0.118	0
7	159138663	206754	0.13	0
8	146364022	168510	0.115	0
9	141213431	157596	0.112	0
10	135534747	191159	0.141	0
11	135006516	164047	0.122	0
12	133851895	176449	0.132	0
13	115169878	100290	0.087	-1
14	107349540	114009	0.106	0
15	102531392	115109	0.112	0
16	90354753	139602	0.155	1
17	81195210	144496	0.178	1
18	78077248	85623	0.11	0
19	59128983	129454	0.219	1
20	63025520	88354	0.14	0
21	48129895	46726	0.097	-1
22	51304566	65640	0.128	0
Odchylenie standardowe dla osobnika: 0.02793
