Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	3006172	1.206	0
2	243199373	3144225	1.293	0
3	198022430	2575350	1.301	0
4	191154276	2342781	1.226	0
5	180915260	2301493	1.272	0
6	171115067	2204673	1.288	0
7	159138663	1979696	1.244	0
8	146364022	1903487	1.301	0
9	141213431	1488407	1.054	-1
10	135534747	1780550	1.314	0
11	135006516	1776170	1.316	0
12	133851895	1740170	1.3	0
13	115169878	1226457	1.065	-1
14	107349540	1174826	1.094	-1
15	102531392	1086744	1.06	-1
16	90354753	1097647	1.215	0
17	81195210	1080999	1.331	0
18	78077248	1003751	1.286	0
19	59128983	779502	1.318	0
20	63025520	887640	1.408	1
21	48129895	479761	0.997	-1
22	51304566	499051	0.973	-1
Odchylenie standardowe dla osobnika: 0.11994
Srednia arytmetyczna: 1.221
