Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1187955	0.477	0
2	243199373	1124642	0.462	0
3	198022430	899378	0.454	0
4	191154276	789446	0.413	0
5	180915260	809056	0.447	0
6	171115067	823344	0.481	0
7	159138663	776120	0.488	0
8	146364022	700511	0.479	0
9	141213431	615489	0.436	0
10	135534747	751496	0.554	0
11	135006516	663811	0.492	0
12	133851895	658308	0.492	0
13	115169878	408381	0.355	-1
14	107349540	436701	0.407	-1
15	102531392	435787	0.425	0
16	90354753	506067	0.56	1
17	81195210	490864	0.605	1
18	78077248	358813	0.46	0
19	59128983	407459	0.689	1
20	63025520	360870	0.573	1
21	48129895	186159	0.387	-1
22	51304566	246745	0.481	0
Odchylenie standardowe dla osobnika: 0.07434
Srednia arytmetyczna: 0.48259
