Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	7484596	3.003	0
2	243199373	7865778	3.234	0
3	198022430	6450258	3.257	0
4	191154276	5969827	3.123	0
5	180915260	5758463	3.183	0
6	171115067	5544948	3.24	0
7	159138663	4933214	3.1	0
8	146364022	4734132	3.234	0
9	141213431	3716208	2.632	-1
10	135534747	4414661	3.257	0
11	135006516	4379942	3.244	0
12	133851895	4330138	3.235	0
13	115169878	3105386	2.696	-1
14	107349540	2916986	2.717	-1
15	102531392	2711238	2.644	-1
16	90354753	2710233	3.0	0
17	81195210	2729342	3.361	1
18	78077248	2490070	3.189	0
19	59128983	1969722	3.331	0
20	63025520	2189291	3.474	1
21	48129895	1188712	2.47	-1
22	51304566	1245925	2.428	-1
Odchylenie standardowe dla osobnika: 0.29889
Srednia arytmetyczna: 3.04782
