Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	759102	0.305	0
2	243199373	825665	0.34	0
3	198022430	686697	0.347	0
4	191154276	668424	0.35	1
5	180915260	618230	0.342	0
6	171115067	596842	0.349	1
7	159138663	525177	0.33	0
8	146364022	500033	0.342	0
9	141213431	378066	0.268	-1
10	135534747	446226	0.329	0
11	135006516	444463	0.329	0
12	133851895	454235	0.339	0
13	115169878	342919	0.298	0
14	107349540	305177	0.284	0
15	102531392	269735	0.263	-1
16	90354753	257494	0.285	0
17	81195210	253003	0.312	0
18	78077248	264635	0.339	0
19	59128983	181609	0.307	0
20	63025520	204465	0.324	0
21	48129895	127562	0.265	-1
22	51304566	107824	0.21	-1
Odchylenie standardowe dla osobnika: 0.03558
Srednia arytmetyczna: 0.31168
