Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	493777	0.198	0
2	243199373	506564	0.208	0
3	198022430	410184	0.207	0
4	191154276	365899	0.191	0
5	180915260	366065	0.202	0
6	171115067	353699	0.207	0
7	159138663	320751	0.202	0
8	146364022	305389	0.209	0
9	141213431	244368	0.173	-1
10	135534747	293129	0.216	0
11	135006516	291364	0.216	0
12	133851895	282689	0.211	0
13	115169878	192359	0.167	-1
14	107349540	190455	0.177	-1
15	102531392	176998	0.173	-1
16	90354753	190028	0.21	0
17	81195210	188443	0.232	1
18	78077248	160977	0.206	0
19	59128983	141364	0.239	1
20	63025520	151842	0.241	1
21	48129895	79377	0.165	-1
22	51304566	89523	0.174	-1
Odchylenie standardowe dla osobnika: 0.02162
Srednia arytmetyczna: 0.20109
