Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	6601866	2.649	0
2	243199373	6743997	2.773	0
3	198022430	5532996	2.794	0
4	191154276	5100935	2.668	0
5	180915260	4925133	2.722	0
6	171115067	4776083	2.791	0
7	159138663	4392925	2.76	0
8	146364022	4057366	2.772	0
9	141213431	3240198	2.295	-1
10	135534747	3840591	2.834	0
11	135006516	3815689	2.826	0
12	133851895	3855854	2.881	0
13	115169878	2624991	2.279	-1
14	107349540	2566490	2.391	0
15	102531392	2378084	2.319	-1
16	90354753	2461184	2.724	0
17	81195210	2531583	3.118	1
18	78077248	2110205	2.703	0
19	59128983	2015975	3.409	1
20	63025520	1893389	3.004	1
21	48129895	1043195	2.167	-1
22	51304566	1136418	2.215	-1
Odchylenie standardowe dla osobnika: 0.29919
