Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	73594	0.03	0
2	243199373	62500	0.026	0
3	198022430	49523	0.025	0
4	191154276	41598	0.022	0
5	180915260	43460	0.024	0
6	171115067	44097	0.026	0
7	159138663	48782	0.031	0
8	146364022	34916	0.024	0
9	141213431	36565	0.026	0
10	135534747	40126	0.03	0
11	135006516	35474	0.026	0
12	133851895	41733	0.031	0
13	115169878	21764	0.019	-1
14	107349540	26926	0.025	0
15	102531392	27593	0.027	0
16	90354753	33175	0.037	0
17	81195210	41737	0.051	1
18	78077248	18778	0.024	0
19	59128983	37888	0.064	1
20	63025520	20780	0.033	0
21	48129895	9434	0.02	0
22	51304566	17515	0.034	0
Odchylenie standardowe dla osobnika: 0.00997
Srednia arytmetyczna: 0.02977
