Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1206029	0.484	0
2	243199373	1135692	0.467	0
3	198022430	907833	0.458	0
4	191154276	792809	0.415	0
5	180915260	816825	0.451	0
6	171115067	836958	0.489	0
7	159138663	785285	0.493	0
8	146364022	700768	0.479	0
9	141213431	618944	0.438	0
10	135534747	754186	0.556	0
11	135006516	665482	0.493	0
12	133851895	674609	0.504	0
13	115169878	411562	0.357	-1
14	107349540	446601	0.416	0
15	102531392	442908	0.432	0
16	90354753	523125	0.579	1
17	81195210	506420	0.624	1
18	78077248	361073	0.462	0
19	59128983	427799	0.724	1
20	63025520	365400	0.58	1
21	48129895	187822	0.39	-1
22	51304566	254716	0.496	0
Odchylenie standardowe dla osobnika: 0.0804
