Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	851422	0.342	0
2	243199373	901089	0.371	0
3	198022430	741242	0.374	0
4	191154276	687396	0.36	0
5	180915260	660844	0.365	0
6	171115067	635815	0.372	0
7	159138663	562624	0.354	0
8	146364022	543018	0.371	0
9	141213431	421757	0.299	-1
10	135534747	501278	0.37	0
11	135006516	499527	0.37	0
12	133851895	492967	0.368	0
13	115169878	357662	0.311	-1
14	107349540	334369	0.311	-1
15	102531392	304386	0.297	-1
16	90354753	301677	0.334	0
17	81195210	299335	0.369	0
18	78077248	287655	0.368	0
19	59128983	210988	0.357	0
20	63025520	245811	0.39	1
21	48129895	135934	0.282	-1
22	51304566	136151	0.265	-1
Odchylenie standardowe dla osobnika: 0.03432
