Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	5554392	2.228	0
2	243199373	5880515	2.418	0
3	198022430	4851026	2.45	0
4	191154276	4507316	2.358	0
5	180915260	4340360	2.399	0
6	171115067	4152190	2.427	0
7	159138663	3698932	2.324	0
8	146364022	3561512	2.433	0
9	141213431	2762226	1.956	-1
10	135534747	3266782	2.41	0
11	135006516	3279313	2.429	0
12	133851895	3246646	2.426	0
13	115169878	2338700	2.031	0
14	107349540	2189448	2.04	0
15	102531392	1974149	1.925	-1
16	90354753	1960031	2.169	0
17	81195210	1933328	2.381	0
18	78077248	1876226	2.403	0
19	59128983	1377550	2.33	0
20	63025520	1588660	2.521	1
21	48129895	884234	1.837	-1
22	51304566	865333	1.687	-1
Odchylenie standardowe dla osobnika: 0.22961
Srednia arytmetyczna: 2.25373
