Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	470846	0.189	0
2	243199373	426704	0.175	0
3	198022430	336869	0.17	0
4	191154276	313388	0.164	0
5	180915260	304143	0.168	0
6	171115067	304847	0.178	0
7	159138663	308684	0.194	0
8	146364022	253047	0.173	0
9	141213431	233175	0.165	0
10	135534747	313159	0.231	1
11	135006516	242555	0.18	0
12	133851895	261640	0.195	0
13	115169878	150748	0.131	-1
14	107349540	168844	0.157	0
15	102531392	170280	0.166	0
16	90354753	213803	0.237	1
17	81195210	211871	0.261	1
18	78077248	128635	0.165	0
19	59128983	189878	0.321	1
20	63025520	131706	0.209	0
21	48129895	70669	0.147	-1
22	51304566	96043	0.187	0
Odchylenie standardowe dla osobnika: 0.04104
