Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	348579	0.14	0
2	243199373	306875	0.126	0
3	198022430	243499	0.123	0
4	191154276	205518	0.108	0
5	180915260	217648	0.12	0
6	171115067	221766	0.13	0
7	159138663	222062	0.14	0
8	146364022	183119	0.125	0
9	141213431	174514	0.124	0
10	135534747	206462	0.152	0
11	135006516	182784	0.135	0
12	133851895	191849	0.143	0
13	115169878	107591	0.093	-1
14	107349540	125569	0.117	0
15	102531392	128852	0.126	0
16	90354753	155257	0.172	0
17	81195210	164473	0.203	1
18	78077248	96140	0.123	0
19	59128983	143391	0.243	1
20	63025520	105179	0.167	0
21	48129895	52181	0.108	0
22	51304566	80427	0.157	0
Odchylenie standardowe dla osobnika: 0.03271
