Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	303570	0.122	0
2	243199373	313395	0.129	0
3	198022430	254557	0.129	0
4	191154276	230690	0.121	0
5	180915260	227015	0.125	0
6	171115067	218657	0.128	0
7	159138663	198097	0.124	0
8	146364022	190498	0.13	0
9	141213431	149406	0.106	-1
10	135534747	179670	0.133	0
11	135006516	178519	0.132	0
12	133851895	172632	0.129	0
13	115169878	120538	0.105	-1
14	107349540	117838	0.11	-1
15	102531392	107124	0.104	-1
16	90354753	113561	0.126	0
17	81195210	111362	0.137	1
18	78077248	100849	0.129	0
19	59128983	81854	0.138	1
20	63025520	91932	0.146	1
21	48129895	48672	0.101	-1
22	51304566	53282	0.104	-1
Odchylenie standardowe dla osobnika: 0.01235
Srednia arytmetyczna: 0.12309
