Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	9772149	3.921	0
2	243199373	10390401	4.272	0
3	198022430	8623157	4.355	0
4	191154276	8187537	4.283	0
5	180915260	7719498	4.267	0
6	171115067	7436044	4.346	0
7	159138663	6626338	4.164	0
8	146364022	6283716	4.293	0
9	141213431	4853514	3.437	-1
10	135534747	5731741	4.229	0
11	135006516	5739514	4.251	0
12	133851895	5773668	4.313	0
13	115169878	4237863	3.68	0
14	107349540	3900351	3.633	0
15	102531392	3475599	3.39	-1
16	90354753	3414992	3.78	0
17	81195210	3394530	4.181	0
18	78077248	3310410	4.24	0
19	59128983	2462034	4.164	0
20	63025520	2712805	4.304	0
21	48129895	1584157	3.291	-1
22	51304566	1487520	2.899	-1
Odchylenie standardowe dla osobnika: 0.41001
Srednia arytmetyczna: 3.98605
