Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	431096	0.173	0
2	243199373	380517	0.156	0
3	198022430	298085	0.151	0
4	191154276	260394	0.136	0
5	180915260	267384	0.148	0
6	171115067	270854	0.158	0
7	159138663	275226	0.173	0
8	146364022	224508	0.153	0
9	141213431	213540	0.151	0
10	135534747	260664	0.192	0
11	135006516	222307	0.165	0
12	133851895	234236	0.175	0
13	115169878	132605	0.115	-1
14	107349540	153131	0.143	0
15	102531392	158399	0.154	0
16	90354753	189602	0.21	0
17	81195210	202988	0.25	1
18	78077248	116440	0.149	0
19	59128983	180160	0.305	1
20	63025520	125429	0.199	0
21	48129895	63515	0.132	0
22	51304566	96492	0.188	0
Odchylenie standardowe dla osobnika: 0.04088
Srednia arytmetyczna: 0.17164
