Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	493427	0.198	0
2	243199373	456839	0.188	0
3	198022430	362731	0.183	0
4	191154276	319106	0.167	0
5	180915260	327051	0.181	0
6	171115067	328787	0.192	0
7	159138663	321301	0.202	0
8	146364022	276988	0.189	0
9	141213431	250870	0.178	0
10	135534747	297236	0.219	0
11	135006516	263856	0.195	0
12	133851895	273887	0.205	0
13	115169878	164846	0.143	-1
14	107349540	179408	0.167	0
15	102531392	181835	0.177	0
16	90354753	212634	0.235	1
17	81195210	212319	0.261	1
18	78077248	142179	0.182	0
19	59128983	184177	0.311	1
20	63025520	143972	0.228	0
21	48129895	75807	0.158	-1
22	51304566	103373	0.201	0
Odchylenie standardowe dla osobnika: 0.03561
Srednia arytmetyczna: 0.19818
