Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	6744432	2.706	0
2	243199373	6943486	2.855	0
3	198022430	5689555	2.873	0
4	191154276	5307366	2.776	0
5	180915260	5075433	2.805	0
6	171115067	4916928	2.873	0
7	159138663	4498786	2.827	0
8	146364022	4159865	2.842	0
9	141213431	3309233	2.343	-1
10	135534747	3930874	2.9	0
11	135006516	3904872	2.892	0
12	133851895	3937340	2.942	0
13	115169878	2728201	2.369	-1
14	107349540	2628834	2.449	-1
15	102531392	2420173	2.36	-1
16	90354753	2496410	2.763	0
17	81195210	2563215	3.157	1
18	78077248	2171801	2.782	0
19	59128983	2025615	3.426	1
20	63025520	1920310	3.047	1
21	48129895	1076322	2.236	-1
22	51304566	1152131	2.246	-1
Odchylenie standardowe dla osobnika: 0.29577
