Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	848536	0.34	0
2	243199373	824534	0.339	0
3	198022430	644810	0.326	0
4	191154276	563975	0.295	0
5	180915260	576293	0.319	0
6	171115067	562187	0.329	0
7	159138663	535415	0.336	0
8	146364022	493583	0.337	0
9	141213431	421079	0.298	0
10	135534747	498170	0.368	0
11	135006516	499273	0.37	0
12	133851895	466761	0.349	0
13	115169878	302035	0.262	-1
14	107349540	318614	0.297	0
15	102531392	308061	0.3	0
16	90354753	362317	0.401	0
17	81195210	380854	0.469	1
18	78077248	255936	0.328	0
19	59128983	322472	0.545	1
20	63025520	278261	0.442	1
21	48129895	140334	0.292	0
22	51304566	193410	0.377	0
Odchylenie standardowe dla osobnika: 0.06392
