Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	539434	0.216	0
2	243199373	571776	0.235	0
3	198022430	470239	0.237	0
4	191154276	445360	0.233	0
5	180915260	422999	0.234	0
6	171115067	407220	0.238	0
7	159138663	364836	0.229	0
8	146364022	344098	0.235	0
9	141213431	269248	0.191	-1
10	135534747	316300	0.233	0
11	135006516	316034	0.234	0
12	133851895	317677	0.237	0
13	115169878	231818	0.201	-1
14	107349540	214495	0.2	-1
15	102531392	191834	0.187	-1
16	90354753	190373	0.211	0
17	81195210	191415	0.236	0
18	78077248	182507	0.234	0
19	59128983	140402	0.237	0
20	63025520	151982	0.241	0
21	48129895	131034	0.272	1
22	51304566	85140	0.166	-1
Odchylenie standardowe dla osobnika: 0.02269
Srednia arytmetyczna: 0.22441
