Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	956393	0.384	0
2	243199373	1010066	0.415	0
3	198022430	829799	0.419	0
4	191154276	779144	0.408	0
5	180915260	743309	0.411	0
6	171115067	719610	0.421	0
7	159138663	648688	0.408	0
8	146364022	611374	0.418	0
9	141213431	476820	0.338	-1
10	135534747	567172	0.418	0
11	135006516	562467	0.417	0
12	133851895	562685	0.42	0
13	115169878	404339	0.351	-1
14	107349540	378103	0.352	-1
15	102531392	344132	0.336	-1
16	90354753	349691	0.387	0
17	81195210	345547	0.426	0
18	78077248	322699	0.413	0
19	59128983	258629	0.437	1
20	63025520	274898	0.436	1
21	48129895	159704	0.332	-1
22	51304566	154955	0.302	-1
Odchylenie standardowe dla osobnika: 0.03837
