Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	15490	0.006	0
2	243199373	14055	0.006	0
3	198022430	11264	0.006	0
4	191154276	10009	0.005	-1
5	180915260	10276	0.006	0
6	171115067	10078	0.006	0
7	159138663	10245	0.006	0
8	146364022	8308	0.006	0
9	141213431	7946	0.006	0
10	135534747	9079	0.007	0
11	135006516	8040	0.006	0
12	133851895	8742	0.007	0
13	115169878	5148	0.004	-1
14	107349540	5665	0.005	-1
15	102531392	5731	0.006	0
16	90354753	6739	0.007	0
17	81195210	7140	0.009	1
18	78077248	4426	0.006	0
19	59128983	6173	0.01	1
20	63025520	4543	0.007	0
21	48129895	2232	0.005	-1
22	51304566	3175	0.006	0
Odchylenie standardowe dla osobnika: 0.00125
Srednia arytmetyczna: 0.00627
