Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	34168	0.014	0
2	243199373	31530	0.013	0
3	198022430	24210	0.012	0
4	191154276	21790	0.011	0
5	180915260	21301	0.012	0
6	171115067	21370	0.012	0
7	159138663	22037	0.014	0
8	146364022	16833	0.012	0
9	141213431	17177	0.012	0
10	135534747	19709	0.015	0
11	135006516	18047	0.013	0
12	133851895	18623	0.014	0
13	115169878	11830	0.01	-1
14	107349540	12543	0.012	0
15	102531392	12573	0.012	0
16	90354753	14964	0.017	1
17	81195210	15945	0.02	1
18	78077248	9674	0.012	0
19	59128983	13052	0.022	1
20	63025520	9771	0.016	0
21	48129895	5069	0.011	0
22	51304566	7069	0.014	0
Odchylenie standardowe dla osobnika: 0.00285
