Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	169062	0.068	0
2	243199373	151367	0.062	0
3	198022430	120413	0.061	0
4	191154276	104904	0.055	0
5	180915260	108207	0.06	0
6	171115067	107219	0.063	0
7	159138663	110021	0.069	0
8	146364022	88761	0.061	0
9	141213431	84830	0.06	0
10	135534747	97179	0.072	0
11	135006516	87283	0.065	0
12	133851895	93746	0.07	0
13	115169878	54151	0.047	-1
14	107349540	60863	0.057	0
15	102531392	62852	0.061	0
16	90354753	73150	0.081	0
17	81195210	78086	0.096	1
18	78077248	46567	0.06	0
19	59128983	68315	0.116	1
20	63025520	48074	0.076	0
21	48129895	25095	0.052	-1
22	51304566	36418	0.071	0
Odchylenie standardowe dla osobnika: 0.01468
Srednia arytmetyczna: 0.06741
