Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	530354	0.213	0
2	243199373	484228	0.199	0
3	198022430	388373	0.196	0
4	191154276	341070	0.178	0
5	180915260	351000	0.194	0
6	171115067	352189	0.206	0
7	159138663	341147	0.214	0
8	146364022	295599	0.202	0
9	141213431	264372	0.187	0
10	135534747	308015	0.227	0
11	135006516	278883	0.207	0
12	133851895	292486	0.219	0
13	115169878	177660	0.154	-1
14	107349540	192085	0.179	0
15	102531392	190982	0.186	0
16	90354753	219557	0.243	0
17	81195210	220454	0.272	1
18	78077248	152928	0.196	0
19	59128983	187173	0.317	1
20	63025520	151674	0.241	0
21	48129895	80197	0.167	-1
22	51304566	104761	0.204	0
Odchylenie standardowe dla osobnika: 0.03483
Srednia arytmetyczna: 0.20914
