Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	308611	0.124	0
2	243199373	281305	0.116	0
3	198022430	221367	0.112	0
4	191154276	188301	0.099	-1
5	180915260	199674	0.11	0
6	171115067	205656	0.12	0
7	159138663	196126	0.123	0
8	146364022	173089	0.118	0
9	141213431	155608	0.11	0
10	135534747	190985	0.141	0
11	135006516	167496	0.124	0
12	133851895	168971	0.126	0
13	115169878	99269	0.086	-1
14	107349540	111604	0.104	0
15	102531392	112679	0.11	0
16	90354753	136225	0.151	1
17	81195210	134737	0.166	1
18	78077248	89139	0.114	0
19	59128983	115070	0.195	1
20	63025520	95306	0.151	1
21	48129895	46841	0.097	-1
22	51304566	69787	0.136	0
Odchylenie standardowe dla osobnika: 0.02416
