Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1499412	0.602	0
2	243199373	1570711	0.646	0
3	198022430	1281418	0.647	0
4	191154276	1211708	0.634	0
5	180915260	1153954	0.638	0
6	171115067	1113786	0.651	0
7	159138663	1011592	0.636	0
8	146364022	944897	0.646	0
9	141213431	744837	0.527	-1
10	135534747	879091	0.649	0
11	135006516	878524	0.651	0
12	133851895	875719	0.654	0
13	115169878	626966	0.544	-1
14	107349540	589601	0.549	-1
15	102531392	533966	0.521	-1
16	90354753	555305	0.615	0
17	81195210	553946	0.682	1
18	78077248	501063	0.642	0
19	59128983	425616	0.72	1
20	63025520	430087	0.682	1
21	48129895	246530	0.512	-1
22	51304566	252646	0.492	-1
Odchylenie standardowe dla osobnika: 0.06111
Srednia arytmetyczna: 0.61545
