Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	782336	0.314	0
2	243199373	702733	0.289	0
3	198022430	522234	0.264	0
4	191154276	436000	0.228	0
5	180915260	468140	0.259	0
6	171115067	462050	0.27	0
7	159138663	481833	0.303	0
8	146364022	420386	0.287	0
9	141213431	389201	0.276	0
10	135534747	448150	0.331	0
11	135006516	465632	0.345	0
12	133851895	413191	0.309	0
13	115169878	237174	0.206	-1
14	107349540	283694	0.264	0
15	102531392	274185	0.267	0
16	90354753	376414	0.417	0
17	81195210	406966	0.501	1
18	78077248	212435	0.272	0
19	59128983	399166	0.675	1
20	63025520	275171	0.437	1
21	48129895	132783	0.276	0
22	51304566	219884	0.429	0
Odchylenie standardowe dla osobnika: 0.10412
Srednia arytmetyczna: 0.32814
