Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	357560	0.143	0
2	243199373	328706	0.135	0
3	198022430	256351	0.129	0
4	191154276	222055	0.116	-1
5	180915260	233777	0.129	0
6	171115067	237367	0.139	0
7	159138663	228324	0.143	0
8	146364022	200112	0.137	0
9	141213431	181765	0.129	0
10	135534747	213933	0.158	0
11	135006516	195668	0.145	0
12	133851895	194272	0.145	0
13	115169878	116137	0.101	-1
14	107349540	129631	0.121	0
15	102531392	131412	0.128	0
16	90354753	155899	0.173	0
17	81195210	156986	0.193	1
18	78077248	104067	0.133	0
19	59128983	133590	0.226	1
20	63025520	109403	0.174	1
21	48129895	83166	0.173	0
22	51304566	80957	0.158	0
Odchylenie standardowe dla osobnika: 0.02723
Srednia arytmetyczna: 0.14673
