Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	477550	0.192	0
2	243199373	496773	0.204	0
3	198022430	402269	0.203	0
4	191154276	362520	0.19	0
5	180915260	361137	0.2	0
6	171115067	346230	0.202	0
7	159138663	310260	0.195	0
8	146364022	300006	0.205	0
9	141213431	236242	0.167	-1
10	135534747	283269	0.209	0
11	135006516	281394	0.208	0
12	133851895	273159	0.204	0
13	115169878	191723	0.166	-1
14	107349540	185494	0.173	-1
15	102531392	170787	0.167	-1
16	90354753	179081	0.198	0
17	81195210	175539	0.216	1
18	78077248	158728	0.203	0
19	59128983	125221	0.212	0
20	63025520	144480	0.229	1
21	48129895	76325	0.159	-1
22	51304566	82812	0.161	-1
Odchylenie standardowe dla osobnika: 0.01915
Srednia arytmetyczna: 0.19377
