Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	81955	0.033	0
2	243199373	85390	0.035	0
3	198022430	70033	0.035	0
4	191154276	63198	0.033	0
5	180915260	61706	0.034	0
6	171115067	60332	0.035	0
7	159138663	53910	0.034	0
8	146364022	50907	0.035	0
9	141213431	40478	0.029	-1
10	135534747	49696	0.037	1
11	135006516	47554	0.035	0
12	133851895	47617	0.036	0
13	115169878	33653	0.029	-1
14	107349540	31952	0.03	-1
15	102531392	29310	0.029	-1
16	90354753	30719	0.034	0
17	81195210	30779	0.038	1
18	78077248	27145	0.035	0
19	59128983	22624	0.038	1
20	63025520	23991	0.038	1
21	48129895	13513	0.028	-1
22	51304566	13942	0.027	-1
Odchylenie standardowe dla osobnika: 0.0033
Srednia arytmetyczna: 0.0335
