Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	4457491	1.788	0
2	243199373	4434552	1.823	0
3	198022430	3539569	1.787	0
4	191154276	3095149	1.619	0
5	180915260	3158117	1.746	0
6	171115067	3042903	1.778	0
7	159138663	2857960	1.796	0
8	146364022	2672387	1.826	0
9	141213431	2198674	1.557	-1
10	135534747	2630696	1.941	0
11	135006516	2633551	1.951	0
12	133851895	2509132	1.875	0
13	115169878	1642248	1.426	-1
14	107349540	1696666	1.581	0
15	102531392	1605507	1.566	-1
16	90354753	1793068	1.984	0
17	81195210	1820836	2.243	1
18	78077248	1392308	1.783	0
19	59128983	1459552	2.468	1
20	63025520	1406326	2.231	1
21	48129895	710659	1.477	-1
22	51304566	894828	1.744	0
Odchylenie standardowe dla osobnika: 0.24777
