Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1267755	0.509	0
2	243199373	1150136	0.473	0
3	198022430	903944	0.456	0
4	191154276	784175	0.41	0
5	180915260	813264	0.45	0
6	171115067	834320	0.488	0
7	159138663	812145	0.51	0
8	146364022	700962	0.479	0
9	141213431	637841	0.452	0
10	135534747	777376	0.574	0
11	135006516	684993	0.507	0
12	133851895	694134	0.519	0
13	115169878	401799	0.349	-1
14	107349540	458031	0.427	0
15	102531392	463375	0.452	0
16	90354753	571284	0.632	1
17	81195210	564937	0.696	1
18	78077248	358165	0.459	0
19	59128983	492958	0.834	1
20	63025520	386787	0.614	0
21	48129895	193420	0.402	-1
22	51304566	287555	0.56	0
Odchylenie standardowe dla osobnika: 0.10554
Srednia arytmetyczna: 0.51145
