Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	34084	0.014	1
2	243199373	24819	0.01	0
3	198022430	20261	0.01	0
4	191154276	17459	0.009	0
5	180915260	19377	0.011	0
6	171115067	17710	0.01	0
7	159138663	18367	0.012	0
8	146364022	14370	0.01	0
9	141213431	13586	0.01	0
10	135534747	15759	0.012	0
11	135006516	14741	0.011	0
12	133851895	15696	0.012	0
13	115169878	9143	0.008	-1
14	107349540	10236	0.01	0
15	102531392	10020	0.01	0
16	90354753	11858	0.013	0
17	81195210	13167	0.016	1
18	78077248	7672	0.01	0
19	59128983	11105	0.019	1
20	63025520	7565	0.012	0
21	48129895	3933	0.008	-1
22	51304566	5812	0.011	0
Odchylenie standardowe dla osobnika: 0.00247
Srednia arytmetyczna: 0.01127
