Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	11052399	4.434	0
2	243199373	11861799	4.877	0
3	198022430	9828936	4.964	0
4	191154276	9252928	4.841	0
5	180915260	8803482	4.866	0
6	171115067	8440909	4.933	0
7	159138663	7469306	4.694	0
8	146364022	7178505	4.905	0
9	141213431	5510163	3.902	-1
10	135534747	6523863	4.813	0
11	135006516	6530946	4.838	0
12	133851895	6542168	4.888	0
13	115169878	4798791	4.167	0
14	107349540	4409977	4.108	0
15	102531392	3948232	3.851	-1
16	90354753	3830439	4.239	0
17	81195210	3752689	4.622	0
18	78077248	3792041	4.857	0
19	59128983	2610212	4.414	0
20	63025520	3091384	4.905	0
21	48129895	1766686	3.671	-1
22	51304566	1635472	3.188	-1
Odchylenie standardowe dla osobnika: 0.48607
Srednia arytmetyczna: 4.49895
