Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	131886	0.053	0
2	243199373	119062	0.049	0
3	198022430	94008	0.047	0
4	191154276	83942	0.044	0
5	180915260	84670	0.047	0
6	171115067	85288	0.05	0
7	159138663	85132	0.053	0
8	146364022	70562	0.048	0
9	141213431	64842	0.046	0
10	135534747	79947	0.059	0
11	135006516	68249	0.051	0
12	133851895	71947	0.054	0
13	115169878	42067	0.037	-1
14	107349540	46990	0.044	0
15	102531392	47617	0.046	0
16	90354753	57038	0.063	1
17	81195210	57577	0.071	1
18	78077248	36917	0.047	0
19	59128983	51462	0.087	1
20	63025520	36602	0.058	0
21	48129895	18978	0.039	-1
22	51304566	26445	0.052	0
Odchylenie standardowe dla osobnika: 0.01065
Srednia arytmetyczna: 0.05205
