Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2980618	1.196	0
2	243199373	3184160	1.309	0
3	198022430	2632464	1.329	0
4	191154276	2483746	1.299	0
5	180915260	2364164	1.307	0
6	171115067	2264384	1.323	0
7	159138663	2012127	1.264	0
8	146364022	1928944	1.318	0
9	141213431	1481772	1.049	-1
10	135534747	1752690	1.293	0
11	135006516	1753959	1.299	0
12	133851895	1757655	1.313	0
13	115169878	1285560	1.116	0
14	107349540	1180812	1.1	0
15	102531392	1058724	1.033	-1
16	90354753	1041340	1.153	0
17	81195210	1018501	1.254	0
18	78077248	1014590	1.299	0
19	59128983	726551	1.229	0
20	63025520	833789	1.323	0
21	48129895	482532	1.003	-1
22	51304566	444905	0.867	-1
Odchylenie standardowe dla osobnika: 0.12775
