Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	410809	0.165	0
2	243199373	368292	0.151	0
3	198022430	304268	0.154	0
4	191154276	255813	0.134	-1
5	180915260	270706	0.15	0
6	171115067	290812	0.17	0
7	159138663	262017	0.165	0
8	146364022	236003	0.161	0
9	141213431	209215	0.148	0
10	135534747	258202	0.191	0
11	135006516	212869	0.158	0
12	133851895	229864	0.172	0
13	115169878	136950	0.119	-1
14	107349540	149245	0.139	0
15	102531392	147268	0.144	0
16	90354753	183171	0.203	1
17	81195210	186374	0.23	1
18	78077248	118517	0.152	0
19	59128983	152284	0.258	1
20	63025520	126521	0.201	1
21	48129895	60616	0.126	-1
22	51304566	97407	0.19	0
Odchylenie standardowe dla osobnika: 0.03279
