Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1708532	0.685	0
2	243199373	1568097	0.645	0
3	198022430	1231351	0.622	0
4	191154276	1056237	0.553	-1
5	180915260	1119782	0.619	0
6	171115067	1140785	0.667	0
7	159138663	1099713	0.691	0
8	146364022	957437	0.654	0
9	141213431	878187	0.622	0
10	135534747	1044125	0.77	0
11	135006516	935033	0.693	0
12	133851895	936728	0.7	0
13	115169878	560101	0.486	-1
14	107349540	625803	0.583	0
15	102531392	634529	0.619	0
16	90354753	745186	0.825	0
17	81195210	768046	0.946	1
18	78077248	498786	0.639	0
19	59128983	656690	1.111	1
20	63025520	527741	0.837	1
21	48129895	268873	0.559	0
22	51304566	394901	0.77	0
Odchylenie standardowe dla osobnika: 0.13647
Srednia arytmetyczna: 0.69527
