Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	148476	0.06	0
2	243199373	140828	0.058	0
3	198022430	110848	0.056	0
4	191154276	92773	0.049	0
5	180915260	97661	0.054	0
6	171115067	95857	0.056	0
7	159138663	91963	0.058	0
8	146364022	83962	0.057	0
9	141213431	72940	0.052	0
10	135534747	86623	0.064	0
11	135006516	87285	0.065	0
12	133851895	81711	0.061	0
13	115169878	49579	0.043	-1
14	107349540	54783	0.051	0
15	102531392	53090	0.052	0
16	90354753	62450	0.069	0
17	81195210	66120	0.081	1
18	78077248	43402	0.056	0
19	59128983	55956	0.095	1
20	63025520	48409	0.077	1
21	48129895	24187	0.05	0
22	51304566	33542	0.065	0
Odchylenie standardowe dla osobnika: 0.01152
Srednia arytmetyczna: 0.06041
