Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	294090	0.118	0
2	243199373	318106	0.131	0
3	198022430	264555	0.134	1
4	191154276	255670	0.134	1
5	180915260	237607	0.131	0
6	171115067	228950	0.134	1
7	159138663	201320	0.127	0
8	146364022	192976	0.132	0
9	141213431	146500	0.104	-1
10	135534747	173872	0.128	0
11	135006516	173442	0.128	0
12	133851895	174537	0.13	0
13	115169878	131137	0.114	0
14	107349540	117457	0.109	0
15	102531392	103450	0.101	-1
16	90354753	100296	0.111	0
17	81195210	97039	0.12	0
18	78077248	102889	0.132	0
19	59128983	67275	0.114	0
20	63025520	80105	0.127	0
21	48129895	48338	0.1	-1
22	51304566	41792	0.081	-1
Odchylenie standardowe dla osobnika: 0.01392
