Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	636448	0.255	0
2	243199373	700957	0.288	0
3	198022430	581160	0.293	0
4	191154276	562951	0.295	1
5	180915260	523684	0.289	0
6	171115067	502347	0.294	1
7	159138663	438549	0.276	0
8	146364022	425790	0.291	0
9	141213431	319248	0.226	-1
10	135534747	377144	0.278	0
11	135006516	374433	0.277	0
12	133851895	380410	0.284	0
13	115169878	290593	0.252	0
14	107349540	256701	0.239	0
15	102531392	225002	0.219	-1
16	90354753	213656	0.236	0
17	81195210	205467	0.253	0
18	78077248	226863	0.291	0
19	59128983	137953	0.233	0
20	63025520	174295	0.277	0
21	48129895	104583	0.217	-1
22	51304566	87969	0.171	-1
Odchylenie standardowe dla osobnika: 0.0325
Srednia arytmetyczna: 0.26064
