Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1867233	0.749	0
2	243199373	1728027	0.711	0
3	198022430	1347739	0.681	0
4	191154276	1159307	0.606	-1
5	180915260	1229790	0.68	0
6	171115067	1261327	0.737	0
7	159138663	1198896	0.753	0
8	146364022	1060630	0.725	0
9	141213431	962848	0.682	0
10	135534747	1158473	0.855	0
11	135006516	1033377	0.765	0
12	133851895	1020221	0.762	0
13	115169878	615919	0.535	-1
14	107349540	686008	0.639	0
15	102531392	696327	0.679	0
16	90354753	823850	0.912	0
17	81195210	842733	1.038	1
18	78077248	552331	0.707	0
19	59128983	710814	1.202	1
20	63025520	586730	0.931	1
21	48129895	299101	0.621	0
22	51304566	445412	0.868	0
Odchylenie standardowe dla osobnika: 0.1486
Srednia arytmetyczna: 0.76536
