Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	31890	0.013	0
2	243199373	28132	0.012	0
3	198022430	22770	0.011	0
4	191154276	19876	0.01	0
5	180915260	20201	0.011	0
6	171115067	20253	0.012	0
7	159138663	21412	0.013	0
8	146364022	16484	0.011	0
9	141213431	16086	0.011	0
10	135534747	18047	0.013	0
11	135006516	16143	0.012	0
12	133851895	18067	0.013	0
13	115169878	10003	0.009	-1
14	107349540	11701	0.011	0
15	102531392	12052	0.012	0
16	90354753	14343	0.016	0
17	81195210	15690	0.019	1
18	78077248	8651	0.011	0
19	59128983	14479	0.024	1
20	63025520	8947	0.014	0
21	48129895	4520	0.009	-1
22	51304566	7025	0.014	0
Odchylenie standardowe dla osobnika: 0.00327
