Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	2096388	0.841	0
2	243199373	2068727	0.851	0
3	198022430	1637165	0.827	0
4	191154276	1468593	0.768	0
5	180915260	1466228	0.81	0
6	171115067	1423090	0.832	0
7	159138663	1356524	0.852	0
8	146364022	1246629	0.852	0
9	141213431	1035860	0.734	0
10	135534747	1213749	0.896	0
11	135006516	1238757	0.918	0
12	133851895	1178041	0.88	0
13	115169878	774168	0.672	-1
14	107349540	797631	0.743	0
15	102531392	733137	0.715	-1
16	90354753	847017	0.937	0
17	81195210	881436	1.086	1
18	78077248	649892	0.832	0
19	59128983	755842	1.278	1
20	63025520	656703	1.042	1
21	48129895	341042	0.709	-1
22	51304566	433032	0.844	0
Odchylenie standardowe dla osobnika: 0.13367
Srednia arytmetyczna: 0.85995
