Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	7931055	3.182	0
2	243199373	7953725	3.27	0
3	198022430	6349003	3.206	0
4	191154276	5525652	2.891	0
5	180915260	5671078	3.135	0
6	171115067	5432058	3.175	0
7	159138663	5041241	3.168	0
8	146364022	4796570	3.277	0
9	141213431	3928504	2.782	-1
10	135534747	4685749	3.457	0
11	135006516	4693452	3.476	0
12	133851895	4454960	3.328	0
13	115169878	2943755	2.556	-1
14	107349540	3020984	2.814	0
15	102531392	2859562	2.789	-1
16	90354753	3136793	3.472	0
17	81195210	3185314	3.923	1
18	78077248	2505222	3.209	0
19	59128983	2465126	4.169	1
20	63025520	2518111	3.995	1
21	48129895	1248243	2.593	-1
22	51304566	1578033	3.076	0
Odchylenie standardowe dla osobnika: 0.41103
