Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	687649	0.276	0
2	243199373	640257	0.263	0
3	198022430	502961	0.254	0
4	191154276	438983	0.23	0
5	180915260	455428	0.252	0
6	171115067	466722	0.273	0
7	159138663	440481	0.277	0
8	146364022	389883	0.266	0
9	141213431	347765	0.246	0
10	135534747	414233	0.306	0
11	135006516	376780	0.279	0
12	133851895	377336	0.282	0
13	115169878	230918	0.201	-1
14	107349540	250618	0.233	0
15	102531392	251292	0.245	0
16	90354753	289371	0.32	0
17	81195210	289555	0.357	1
18	78077248	201946	0.259	0
19	59128983	246661	0.417	1
20	63025520	208023	0.33	1
21	48129895	105504	0.219	-1
22	51304566	146027	0.285	0
Odchylenie standardowe dla osobnika: 0.04702
