Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	12243	0.005	0
2	243199373	12350	0.005	0
3	198022430	9631	0.005	0
4	191154276	9190	0.005	0
5	180915260	8700	0.005	0
6	171115067	8229	0.005	0
7	159138663	8494	0.005	0
8	146364022	7180	0.005	0
9	141213431	6132	0.004	-1
10	135534747	7612	0.006	1
11	135006516	6564	0.005	0
12	133851895	6737	0.005	0
13	115169878	4541	0.004	-1
14	107349540	4539	0.004	-1
15	102531392	4329	0.004	-1
16	90354753	5035	0.006	1
17	81195210	4824	0.006	1
18	78077248	3718	0.005	0
19	59128983	4204	0.007	1
20	63025520	3220	0.005	0
21	48129895	1993	0.004	-1
22	51304566	2030	0.004	-1
Odchylenie standardowe dla osobnika: 0.00077
Srednia arytmetyczna: 0.00495
