Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	3376295	1.355	0
2	243199373	3447196	1.417	0
3	198022430	2770846	1.399	0
4	191154276	2445043	1.279	0
5	180915260	2466019	1.363	0
6	171115067	2371198	1.386	0
7	159138663	2180397	1.37	0
8	146364022	2075530	1.418	0
9	141213431	1677209	1.188	-1
10	135534747	2000485	1.476	0
11	135006516	2000590	1.482	0
12	133851895	1915605	1.431	0
13	115169878	1296595	1.126	-1
14	107349540	1306889	1.217	-1
15	102531392	1218123	1.188	-1
16	90354753	1313651	1.454	0
17	81195210	1319447	1.625	1
18	78077248	1089496	1.395	0
19	59128983	1007040	1.703	1
20	63025520	1050118	1.666	1
21	48129895	534847	1.111	-1
22	51304566	639963	1.247	0
Odchylenie standardowe dla osobnika: 0.15713
