Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	8500900	3.411	0
2	243199373	8897875	3.659	0
3	198022430	7313248	3.693	0
4	191154276	6811513	3.563	0
5	180915260	6512879	3.6	0
6	171115067	6318787	3.693	0
7	159138663	5546683	3.485	0
8	146364022	5323813	3.637	0
9	141213431	4185153	2.964	-1
10	135534747	4959659	3.659	0
11	135006516	4939271	3.659	0
12	133851895	4864909	3.635	0
13	115169878	3509410	3.047	-1
14	107349540	3294664	3.069	-1
15	102531392	3125644	3.048	-1
16	90354753	3025006	3.348	0
17	81195210	3108676	3.829	1
18	78077248	2789754	3.573	0
19	59128983	2269342	3.838	1
20	63025520	2459048	3.902	1
21	48129895	1327624	2.758	-1
22	51304566	1422227	2.772	-1
Odchylenie standardowe dla osobnika: 0.33872
