Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1411853	0.566	0
2	243199373	1296218	0.533	0
3	198022430	1011711	0.511	0
4	191154276	861705	0.451	-1
5	180915260	926660	0.512	0
6	171115067	948158	0.554	0
7	159138663	898492	0.565	0
8	146364022	798934	0.546	0
9	141213431	723900	0.513	0
10	135534747	883095	0.652	0
11	135006516	786292	0.582	0
12	133851895	763426	0.57	0
13	115169878	461425	0.401	-1
14	107349540	516847	0.481	0
15	102531392	523751	0.511	0
16	90354753	619626	0.686	0
17	81195210	631677	0.778	1
18	78077248	416078	0.533	0
19	59128983	532941	0.901	1
20	63025520	446886	0.709	1
21	48129895	226515	0.471	0
22	51304566	338872	0.661	0
Odchylenie standardowe dla osobnika: 0.11229
Srednia arytmetyczna: 0.57668
