Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	9890554	3.968	0
2	243199373	10376158	4.267	0
3	198022430	8469481	4.277	0
4	191154276	7890108	4.128	0
5	180915260	7611626	4.207	0
6	171115067	7304846	4.269	0
7	159138663	6617659	4.158	0
8	146364022	6295640	4.301	0
9	141213431	4925689	3.488	-1
10	135534747	5843087	4.311	0
11	135006516	5831176	4.319	0
12	133851895	5774978	4.314	0
13	115169878	4106438	3.566	-1
14	107349540	3885118	3.619	-1
15	102531392	3551757	3.464	-1
16	90354753	3627305	4.015	0
17	81195210	3619674	4.458	1
18	78077248	3301573	4.229	0
19	59128983	2733767	4.623	1
20	63025520	2888191	4.583	1
21	48129895	1609025	3.343	-1
22	51304566	1656323	3.228	-1
Odchylenie standardowe dla osobnika: 0.40089
