Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1998407	0.802	0
2	243199373	1849814	0.761	0
3	198022430	1443695	0.729	0
4	191154276	1237978	0.648	-1
5	180915260	1319636	0.729	0
6	171115067	1353984	0.791	0
7	159138663	1279191	0.804	0
8	146364022	1140642	0.779	0
9	141213431	1029666	0.729	0
10	135534747	1254206	0.925	0
11	135006516	1114628	0.826	0
12	133851895	1085453	0.811	0
13	115169878	662500	0.575	-1
14	107349540	734633	0.684	0
15	102531392	746320	0.728	0
16	90354753	874225	0.968	0
17	81195210	888674	1.094	1
18	78077248	595112	0.762	0
19	59128983	741836	1.255	1
20	63025520	634514	1.007	1
21	48129895	321402	0.668	0
22	51304566	475781	0.927	0
Odchylenie standardowe dla osobnika: 0.15347
