Numer chromosomu: 	Dlugosc chromosomu referyncyjneg: 	Liczba odczytow: 	Srednie pokrycie [%]: 	Decyzja: 	
1	249250621	1418854	0.569	0
2	243199373	1550922	0.638	0
3	198022430	1287838	0.65	1
4	191154276	1243219	0.65	1
5	180915260	1155475	0.639	0
6	171115067	1103160	0.645	0
7	159138663	971670	0.611	0
8	146364022	942320	0.644	0
9	141213431	710122	0.503	-1
10	135534747	839432	0.619	0
11	135006516	836470	0.62	0
12	133851895	842917	0.63	0
13	115169878	643740	0.559	0
14	107349540	571168	0.532	0
15	102531392	499868	0.488	-1
16	90354753	480879	0.532	0
17	81195210	465520	0.573	0
18	78077248	502612	0.644	0
19	59128983	318440	0.539	0
20	63025520	389356	0.618	0
21	48129895	233498	0.485	-1
22	51304566	202422	0.395	-1
Odchylenie standardowe dla osobnika: 0.06796
Srednia arytmetyczna: 0.58105
